RTA ID,RTA Name,Parties concerned,Changes affect,Date of notification of changes,Date of signature of changes,Date of entry into force of changes,Remarks
79,EFTA - Mexico," Mexico, European Free Trade Association (EFTA)",Goods,2009-08-27,2008-09-23,2009-05-01,"Notification of the entry into force of Decision No.1 of 2008 of the Joint EFTA-Mexico Committee concerning amendments to Article 13 of Annex I. 

Amendments to Annex I to the Agreement and introduction of Explanatory Notes on Article 13 to Annex I in order to enhance the Agreement by allowing for the splitting-up of consignments of originating products in a non-Party under the surveillance of customs authorities. "
79,EFTA - Mexico," Mexico, European Free Trade Association (EFTA)",Goods,2013-09-11,2010-05-07,2012-05-01,"Notification of the entry into force of Decision No. 1 of 2010 of the Joint EFTA-Mexico Committee concerning amendments to Appendix 1 to Annex I to the Agreement. 

The Decision updates Appendix 1 to Annex I by bringing it in line with HS 2007."
79,EFTA - Mexico," Mexico, European Free Trade Association (EFTA)",Goods,2013-09-11,2010-05-07,2012-05-01,"Notification of the entry into force of Decision No. 2 of 2010 of the Joint EFTA-Mexico Committee concerning amendments to Appendix 2 to Annex I to the Agreement. 

The Decision updates Appendix 2 to Annex I by bringing it in line with HS 2007."
79,EFTA - Mexico," Mexico, European Free Trade Association (EFTA)",Goods,2013-09-11,2010-05-07,2012-05-01,"Notification of the entry into force of Decision No. 3 of 2010 of the Joint EFTA-Mexico Committee concerning amendments to Appendix 2(a) to Annex I to the Agreement.

The Decision updates Appendix 2(a) to Annex I by bringing it in line with HS 2007."
79,EFTA - Mexico," Mexico, European Free Trade Association (EFTA)",Goods & Services,2013-09-11,2010-05-07,2012-05-01,"Notification of the entry into force of Decision No. 4 of 2010 of the Joint EFTA-Mexico Committee concerning amendment to Annex IV - products for animal feeding. 

Deletion of Annex IV given that the products concerned no longer need to be excluded from the elimination of customs duties, and thereby benefit from full liberalization."
88,EFTA - North Macedonia," North Macedonia, European Free Trade Association (EFTA)",Goods,2025-04-04,2021-07-23,2022-04-01,"Notification of the entry into force of Decision No. 1 of 2021 of the EFTA-North Macedonia Joint Committee concerning amendments to Protocol B concerning the definition of the concept of originating products and methods of administrative cooperation.

The revised rules of the Regional Convention on pan-Euro-Mediterranean preferential rules of origin (PEM Convention) introduce a new set of modernised rules of origin designed to promote trade between the Contracting Parties to the PEM Convention. The EFTA States and North Macedonia have agreed to amend and replace Protocol B to the Free Trade Agreement (FTA) concerning the definition of the concept of “originating products” and Methods of Administrative Cooperation, incorporating a dynamic link to the PEM Convention and applying the revised rules of the PEM Convention on a bilateral basis pending their adoption by the Joint Committee of the PEM Convention.

Key changes include greater flexibility in the cumulation of origin, introducing simplified, more flexible product-specific rules, as well as allowing for the issuance of electronic origin certificates. These updates aim to reduce administrative burdens, simplify trade documentation, and offer businesses more opportunities within the PEM zone.

As Protocol B are referenced in the Bilateral Agreements on Agriculture between the respective EFTA States and North Macedonia, the amendments also necessitated corresponding changes to the bilateral agricultural agreements. These revisions ensure that the updated rules of origin and related procedures are consistently applied across the FTA and the Bilateral Agricultural Agreements, maintaining coherence, and facilitating smoother trade operations between the Parties.

"
88,EFTA - North Macedonia," North Macedonia, European Free Trade Association (EFTA)",Goods,2010-04-06,2008-11-28,2010-06-01,"Notification of the entry into force of Decision No. 1 of 2008 of the Joint EFTA-FYROM Committee concerning amendments to Annex II concerning fish and other marine products. 

Technical amendments to Table 1 and Table 4 of Annex II to the EFTA-FYROM Free Trade Agreement to harmonize the scope of the Annex, taking into consideration developments in international trade in fish and other marine products and in particular the discussions taking place in the WTO regarding the definition of fish and fisheries products."
88,EFTA - North Macedonia," North Macedonia, European Free Trade Association (EFTA)",Goods,2010-04-06,2008-11-28,2010-06-01,"Notification of the entry into force of Decision No. 2 of 2008 of the Joint EFTA-FYROM Committee concerning amendments to Protocol A concerning processed agricultural products. 

Taking into account that the EFTA States and FYROM have revised their agreements with the European Union on processed agricultural products, by expanding the product coverage of these agreements and providing for improved concessions for the products covered, the Decision updates Protocol A to ensure that products originating in FYROM and the EFTA States are accorded treatment no less favourable than that accorded to the European Union, when imported in to each others markets respectively."
88,EFTA - North Macedonia," North Macedonia, European Free Trade Association (EFTA)",Goods,2010-04-06,2008-11-28,2010-06-01,"Notification of the entry into force of Decision No. 3 of 2008 of the Joint EFTA-FYROM Committee concerning amendments to Annex I concerning products not covered by the Agreement. 

Update of Annex I following amendments to Protocol A to the EFTA-FYROM Agreement given that some products listed in the former Annex I to the Agreement are now included in the Agreement."
88,EFTA - North Macedonia," North Macedonia, European Free Trade Association (EFTA)",Goods,2010-08-10,2008-11-28,2010-10-01,"Notification of the entry into force of Decision No. 4 of 2008 of the Joint EFTA-Macedonia Committee concerning amendments to Protocol B concerning the definition of the concept of ""originating products"" and methods of administrative co-operation. 

Introduction of the pan-Euro-Mediterranean model protocol on rules of origin with the aim to allow diagonal cumulation among the countries of the pan-Euro-Mediterranean cumulation zone comprising Macedonia and the countries covered by the Stabilisation and Association process, the EU's policy for the Western Balkans (1), and the European Union, the EFTA States, Turkey, the Faroe Islands, and the countries or territories participating in the Euro-Mediterranean partnership based on the Barcelona Declaration, other than Turkey.(2)
(1) Albania, Bosnia and Herzegovina, Croatia, Republic of Macedonia, Montenegro, and Serbia, including Kosovo as defined in UN Security Council Resolution 1244/99. 
(2)  Algeria, Egypt, Israel, Jordan, Lebanon, Morocco, Syria, Tunisia, West Bank and Gaza Strip."
96,EFTA - Morocco," Morocco, European Free Trade Association (EFTA)",Goods,2010-10-19,2000-10-24,2010-10-08,"Notification of the entry into force of Decision No. 7 of 2000 of the Joint EFTA-Morocco Committee concerning amendments to Article 18 on State Aid.

The Decision amends Article 18 on State Aid."
96,EFTA - Morocco," Morocco, European Free Trade Association (EFTA)",Goods,2013-03-22,2010-10-05,2013-04-01,"Notification of the entry into force of Decision No. 1 of 2010 of the Joint EFTA-Morocco Committee concerning amendments to Protocol B.

Replacement of paragraph 7 of Article 15 of Protocol B. This decision shall be applicable with retroactive effect as of 1 January 2010. "
96,EFTA - Morocco," Morocco, European Free Trade Association (EFTA)",Goods,2013-03-22,2010-10-05,2013-04-01,"Notification of the entry into force of Decision No. 2 of 2010 of the Joint EFTA-Morocco Committee concerning amendments to Protocol B.

Replacement of paragraph 2 of Article 3 and paragraph 2 of Article 4 of Protocol B."
101,EFTA - Palestine," Palestine, European Free Trade Association (EFTA)",Goods,2010-08-10,2008-03-13,2010-10-01,"Notification of the entry into force of Decisions No. 1 – 3 of 2008 of the Joint EFTA-Palestinian Authority Committee concerning amendments to Protocol A concerning processed agricultural products, to Annex I concerning products not covered by the Agreement and to Annex II concerning fish and other marine products.

Decision 1/2008: Taking into account that the EFTA States have revised their agreements with the European Union on processed agricultural products, by expanding the product coverage of these agreements and providing for improved concessions for the products covered, the Decision updates Protocol A to ensure products originating in the West Bank and the Gaza Strip are accorded treatment no less favourable than that accorded to the European Communities. 

Decision 2/2008: Update of Annex I following amendments to Protocol A to the EFTA-Palestinian Authority Agreement given that some products listed in the former Annex I to the Agreement are now included in the Agreement. 

Decision 3/2008: Technical amendments to Table 1 of Annex II to the EFTA-Palestinian Authority Free Trade Agreement to harmonise the scope of the Annex, taking into consideration developments in international trade in fish and other marine products and in particular the discussions taking place in the WTO regarding the definition of fish and fisheries products."
